code,identity,observedA,observedB,cat_A,cat_B,A_climate_concern,A_gay_adoption,A_migration_enriches_culture,A_govt_reduce_inequ,B_climate_concern,B_gay_adoption,B_migration_enriches_culture,B_govt_reduce_inequ,ed_climate_concern,ed_gay_adoption,ed_migration_enriches_culture,ed_govt_reduce_inequ,posAx,posAy,posBx,posBy,euclideanDistance,perceivedDistance
zhlebtjq,Grüne,self,friend2,self,friend,1,1,1.0,1,1,1,1.0,2,0,0,0.0,1,97.83331298828125,114.60000610351562,107.83331298828125,81.60000610351562,1.0,34.48187929913333
zhlebtjq,Grüne,self,friend3,self,friend,1,1,1.0,1,2,1,2.0,1,1,0,1.0,0,97.83331298828125,114.60000610351562,22.83331298828125,130.60000610351562,1.4142135623730951,76.68767828015137
zhlebtjq,Grüne,self,GreenVoter,self,voter,1,1,1.0,1,1,1,2.0,2,0,0,1.0,1,97.83331298828125,114.60000610351562,164.83331298828125,158.60000610351562,1.4142135623730951,80.15609770940699
zhlebtjq,Grüne,self,AfDVoter,self,voter,1,1,1.0,1,3,4,5.0,3,2,3,4.0,2,97.83331298828125,114.60000610351562,415.83331298828125,415.83331298828125,5.744562646538029,438.02454860056804
zhlebtjq,Grüne,self,P1,self,P,1,1,1.0,1,3,3,3.0,5,2,2,2.0,4,97.83331298828125,114.60000610351562,422.83331298828125,41.0,5.291502622129181,333.22959187088645
zhlebtjq,Grüne,self,P2,self,P,1,1,1.0,1,3,5,3.0,5,2,4,2.0,4,97.83331298828125,114.60000610351562,492.83331298828125,185.0,6.324555320336759,401.2245744475593
zhlebtjq,Grüne,self,P3,self,P,1,1,1.0,1,1,1,1.0,1,0,0,0.0,0,97.83331298828125,114.60000610351562,55.83331298828125,83.0,0.0,52.56006455230268
zhlebtjq,Grüne,self,P4,self,P,1,1,1.0,1,3,3,5.0,3,2,2,4.0,2,97.83331298828125,114.60000610351562,353.83331298828125,454.1999969482422,5.291502622129181,425.2812643201419
zhlebtjq,Grüne,friend1,friend2,friend,friend,1,2,2.0,3,1,1,1.0,2,0,1,1.0,1,121.83331298828125,231.60000610351562,107.83331298828125,81.60000610351562,1.7320508075688772,150.65191668213185
zhlebtjq,Grüne,friend1,friend3,friend,friend,1,2,2.0,3,2,1,2.0,1,1,1,0.0,2,121.83331298828125,231.60000610351562,22.83331298828125,130.60000610351562,2.449489742783178,141.42842712835352
zhlebtjq,Grüne,friend1,GreenVoter,friend,voter,1,2,2.0,3,1,1,2.0,2,0,1,0.0,1,121.83331298828125,231.60000610351562,164.83331298828125,158.60000610351562,1.4142135623730951,84.72307831990054
zhlebtjq,Grüne,friend1,AfDVoter,friend,voter,1,2,2.0,3,3,4,5.0,3,2,2,3.0,0,121.83331298828125,231.60000610351562,415.83331298828125,415.83331298828125,4.123105625617661,346.9552008050841
zhlebtjq,Grüne,friend1,P1,friend,P,1,2,2.0,3,3,3,3.0,5,2,1,1.0,2,121.83331298828125,231.60000610351562,422.83331298828125,41.0,3.1622776601683795,356.2714727937955
zhlebtjq,Grüne,friend1,P2,friend,P,1,2,2.0,3,3,5,3.0,5,2,3,1.0,2,121.83331298828125,231.60000610351562,492.83331298828125,185.0,4.242640687119285,373.91517830765804
zhlebtjq,Grüne,friend1,P3,friend,P,1,2,2.0,3,1,1,1.0,1,0,1,1.0,2,121.83331298828125,231.60000610351562,55.83331298828125,83.0,2.449489742783178,162.59754553487232
zhlebtjq,Grüne,friend1,P4,friend,P,1,2,2.0,3,3,3,5.0,3,2,1,3.0,0,121.83331298828125,231.60000610351562,353.83331298828125,454.1999969482422,3.7416573867739413,321.51944874932894
zhlebtjq,Grüne,friend2,friend3,friend,friend,1,1,1.0,2,2,1,2.0,1,1,0,1.0,1,107.83331298828125,81.60000610351562,22.83331298828125,130.60000610351562,1.7320508075688772,98.11218069128827
zhlebtjq,Grüne,friend2,GreenVoter,friend,voter,1,1,1.0,2,1,1,2.0,2,0,0,1.0,0,107.83331298828125,81.60000610351562,164.83331298828125,158.60000610351562,1.0,95.80187889597991
zhlebtjq,Grüne,friend2,AfDVoter,friend,voter,1,1,1.0,2,3,4,5.0,3,2,3,4.0,1,107.83331298828125,81.60000610351562,415.83331298828125,415.83331298828125,5.477225575051661,454.50621935362545
zhlebtjq,Grüne,friend2,P1,friend,P,1,1,1.0,2,3,3,3.0,5,2,2,2.0,3,107.83331298828125,81.60000610351562,422.83331298828125,41.0,4.58257569495584,317.60566823595184
zhlebtjq,Grüne,friend2,P2,friend,P,1,1,1.0,2,3,5,3.0,5,2,4,2.0,3,107.83331298828125,81.60000610351562,492.83331298828125,185.0,5.744562646538029,398.6433979608756
zhlebtjq,Grüne,friend2,P3,friend,P,1,1,1.0,2,1,1,1.0,1,0,0,0.0,1,107.83331298828125,81.60000610351562,55.83331298828125,83.0,1.0,52.01884257564939
zhlebtjq,Grüne,friend2,P4,friend,P,1,1,1.0,2,3,3,5.0,3,2,2,4.0,1,107.83331298828125,81.60000610351562,353.83331298828125,454.1999969482422,5.0,446.4826459981287
zhlebtjq,Grüne,friend3,GreenVoter,friend,voter,2,1,2.0,1,1,1,2.0,2,1,0,0.0,1,22.83331298828125,130.60000610351562,164.83331298828125,158.60000610351562,1.4142135623730951,144.734239211045
zhlebtjq,Grüne,friend3,AfDVoter,friend,voter,2,1,2.0,1,3,4,5.0,3,1,3,3.0,2,22.83331298828125,130.60000610351562,415.83331298828125,415.83331298828125,4.795831523312719,485.5996698479303
zhlebtjq,Grüne,friend3,P1,friend,P,2,1,2.0,1,3,3,3.0,5,1,2,1.0,4,22.83331298828125,130.60000610351562,422.83331298828125,41.0,4.69041575982343,409.9123822156999
zhlebtjq,Grüne,friend3,P2,friend,P,2,1,2.0,1,3,5,3.0,5,1,4,1.0,4,22.83331298828125,130.60000610351562,492.83331298828125,185.0,5.830951894845301,473.13778049944136
zhlebtjq,Grüne,friend3,P3,friend,P,2,1,2.0,1,1,1,1.0,1,1,0,1.0,0,22.83331298828125,130.60000610351562,55.83331298828125,83.0,1.4142135623730951,57.9202950705081
zhlebtjq,Grüne,friend3,P4,friend,P,2,1,2.0,1,3,3,5.0,3,1,2,3.0,2,22.83331298828125,130.60000610351562,353.83331298828125,454.1999969482422,4.242640687119285,462.90166782450365
zhlebtjq,Grüne,GreenVoter,AfDVoter,voter,voter,1,1,2.0,2,3,4,5.0,3,2,3,3.0,1,164.83331298828125,158.60000610351562,415.83331298828125,415.83331298828125,4.795831523312719,359.40224563971776
zhlebtjq,Grüne,GreenVoter,P1,voter,P,1,1,2.0,2,3,3,3.0,5,2,2,1.0,3,164.83331298828125,158.60000610351562,422.83331298828125,41.0,4.242640687119285,283.5379365015322
zhlebtjq,Grüne,GreenVoter,P2,voter,P,1,1,2.0,2,3,5,3.0,5,2,4,1.0,3,164.83331298828125,158.60000610351562,492.83331298828125,185.0,5.477225575051661,329.06072338967226
zhlebtjq,Grüne,GreenVoter,P3,voter,P,1,1,2.0,2,1,1,1.0,1,0,0,1.0,1,164.83331298828125,158.60000610351562,55.83331298828125,83.0,1.4142135623730951,132.6512756171293
zhlebtjq,Grüne,GreenVoter,P4,voter,P,1,1,2.0,2,3,3,5.0,3,2,2,3.0,1,164.83331298828125,158.60000610351562,353.83331298828125,454.1999969482422,4.242640687119285,350.8566011740444
zhlebtjq,Grüne,AfDVoter,P1,voter,P,3,4,5.0,3,3,3,3.0,5,0,1,2.0,2,415.83331298828125,415.83331298828125,422.83331298828125,41.0,3.0,374.8986696772487
zhlebtjq,Grüne,AfDVoter,P2,voter,P,3,4,5.0,3,3,5,3.0,5,0,1,2.0,2,415.83331298828125,415.83331298828125,492.83331298828125,185.0,3.0,243.33725235800995
zhlebtjq,Grüne,AfDVoter,P3,voter,P,3,4,5.0,3,1,1,1.0,1,2,3,4.0,2,415.83331298828125,415.83331298828125,55.83331298828125,83.0,5.744562646538029,490.2836059208539
zhlebtjq,Grüne,AfDVoter,P4,voter,P,3,4,5.0,3,3,3,5.0,3,0,1,0.0,0,415.83331298828125,415.83331298828125,353.83331298828125,454.1999969482422,1.0,72.91092125383908
zhlebtjq,Grüne,P1,P2,P,P,3,3,3.0,5,3,5,3.0,5,0,2,0.0,0,422.83331298828125,41.0,492.83331298828125,185.0,2.0,160.11246047700348
zhlebtjq,Grüne,P1,P3,P,P,3,3,3.0,5,1,1,1.0,1,2,2,2.0,4,422.83331298828125,41.0,55.83331298828125,83.0,5.291502622129181,369.3954520564648
zhlebtjq,Grüne,P1,P4,P,P,3,3,3.0,5,3,3,5.0,3,0,0,2.0,2,422.83331298828125,41.0,353.83331298828125,454.1999969482422,2.8284271247461903,418.92151708646736
zhlebtjq,Grüne,P2,P3,P,P,3,5,3.0,5,1,1,1.0,1,2,4,2.0,4,492.83331298828125,185.0,55.83331298828125,83.0,6.324555320336759,448.74603062311314
zhlebtjq,Grüne,P2,P4,P,P,3,5,3.0,5,3,3,5.0,3,0,2,2.0,2,492.83331298828125,185.0,353.83331298828125,454.1999969482422,3.4641016151377544,302.9680484092895
zhlebtjq,Grüne,P3,P4,P,P,1,1,1.0,1,3,3,5.0,3,2,2,4.0,2,55.83331298828125,83.0,353.83331298828125,454.1999969482422,5.291502622129181,476.0183165954594
b4wvjphf,Grüne,self,friend1,self,friend,2,1,3.0,3,4,4,5.0,3,2,3,2.0,0,326.5,245.60000610351562,124.5,338.6000061035156,4.123105625617661,222.3803048833237
b4wvjphf,Grüne,self,friend2,self,friend,2,1,3.0,3,2,3,4.0,5,0,2,1.0,2,326.5,245.60000610351562,197.5,188.60000610351562,3.0,141.0319112825179
b4wvjphf,Grüne,self,friend3,self,friend,2,1,3.0,3,1,1,2.0,2,1,0,1.0,1,326.5,245.60000610351562,364.5,239.60000610351562,1.7320508075688772,38.47076812334269
b4wvjphf,Grüne,self,GreenVoter,self,voter,2,1,3.0,3,1,1,2.0,2,1,0,1.0,1,326.5,245.60000610351562,349.5,220.60000610351562,1.7320508075688772,33.97057550292606
b4wvjphf,Grüne,self,AfDVoter,self,voter,2,1,3.0,3,4,5,5.0,3,2,4,2.0,0,326.5,245.60000610351562,18.5,393.6000061035156,4.898979485566356,341.7133301467767
b4wvjphf,Grüne,self,P1,self,P,2,1,3.0,3,3,3,3.0,5,1,2,0.0,2,326.5,245.60000610351562,258.5,149.60000610351562,3.0,117.64352935882194
b4wvjphf,Grüne,self,P2,self,P,2,1,3.0,3,3,5,3.0,5,1,4,0.0,2,326.5,245.60000610351562,80.5,208.60000610351562,4.58257569495584,248.766959220874
b4wvjphf,Grüne,self,P3,self,P,2,1,3.0,3,1,1,1.0,1,1,0,2.0,2,326.5,245.60000610351562,421.5,205.60000610351562,3.0,103.07764064044152
b4wvjphf,Grüne,self,P4,self,P,2,1,3.0,3,3,3,5.0,3,1,2,2.0,0,326.5,245.60000610351562,190.5,310.6000061035156,3.0,150.7348665704123
b4wvjphf,Grüne,friend1,friend2,friend,friend,4,4,5.0,3,2,3,4.0,5,2,1,1.0,2,124.5,338.6000061035156,197.5,188.60000610351562,3.1622776601683795,166.82026255823962
b4wvjphf,Grüne,friend1,friend3,friend,friend,4,4,5.0,3,1,1,2.0,2,3,3,3.0,1,124.5,338.6000061035156,364.5,239.60000610351562,5.291502622129181,259.61702563583924
b4wvjphf,Grüne,friend1,GreenVoter,friend,voter,4,4,5.0,3,1,1,2.0,2,3,3,3.0,1,124.5,338.6000061035156,349.5,220.60000610351562,5.291502622129181,254.0649523251879
b4wvjphf,Grüne,friend1,AfDVoter,friend,voter,4,4,5.0,3,4,5,5.0,3,0,1,0.0,0,124.5,338.6000061035156,18.5,393.6000061035156,1.0,119.41942890501528
b4wvjphf,Grüne,friend1,P1,friend,P,4,4,5.0,3,3,3,3.0,5,1,1,2.0,2,124.5,338.6000061035156,258.5,149.60000610351562,3.1622776601683795,231.68297304722245
b4wvjphf,Grüne,friend1,P2,friend,P,4,4,5.0,3,3,5,3.0,5,1,1,2.0,2,124.5,338.6000061035156,80.5,208.60000610351562,3.1622776601683795,137.2443077143821
b4wvjphf,Grüne,friend1,P3,friend,P,4,4,5.0,3,1,1,1.0,1,3,3,4.0,2,124.5,338.6000061035156,421.5,205.60000610351562,6.164414002968976,325.41972896553153
b4wvjphf,Grüne,friend1,P4,friend,P,4,4,5.0,3,3,3,5.0,3,1,1,0.0,0,124.5,338.6000061035156,190.5,310.6000061035156,1.4142135623730951,71.69379331573968
b4wvjphf,Grüne,friend2,friend3,friend,friend,2,3,4.0,5,1,1,2.0,2,1,2,2.0,3,197.5,188.60000610351562,364.5,239.60000610351562,4.242640687119285,174.61385970191483
b4wvjphf,Grüne,friend2,GreenVoter,friend,voter,2,3,4.0,5,1,1,2.0,2,1,2,2.0,3,197.5,188.60000610351562,349.5,220.60000610351562,4.242640687119285,155.3319027115808
b4wvjphf,Grüne,friend2,AfDVoter,friend,voter,2,3,4.0,5,4,5,5.0,3,2,2,1.0,2,197.5,188.60000610351562,18.5,393.6000061035156,3.605551275463989,272.15069355046666
b4wvjphf,Grüne,friend2,P1,friend,P,2,3,4.0,5,3,3,3.0,5,1,0,1.0,0,197.5,188.60000610351562,258.5,149.60000610351562,1.4142135623730951,72.40165743959182
b4wvjphf,Grüne,friend2,P2,friend,P,2,3,4.0,5,3,5,3.0,5,1,2,1.0,0,197.5,188.60000610351562,80.5,208.60000610351562,2.449489742783178,118.69709347747316
b4wvjphf,Grüne,friend2,P3,friend,P,2,3,4.0,5,1,1,1.0,1,1,2,3.0,4,197.5,188.60000610351562,421.5,205.60000610351562,5.477225575051661,224.64416306683776
b4wvjphf,Grüne,friend2,P4,friend,P,2,3,4.0,5,3,3,5.0,3,1,0,1.0,2,197.5,188.60000610351562,190.5,310.6000061035156,2.449489742783178,122.20065466273084
b4wvjphf,Grüne,friend3,GreenVoter,friend,voter,1,1,2.0,2,1,1,2.0,2,0,0,0.0,0,364.5,239.60000610351562,349.5,220.60000610351562,0.0,24.20743687382041
b4wvjphf,Grüne,friend3,AfDVoter,friend,voter,1,1,2.0,2,4,5,5.0,3,3,4,3.0,1,364.5,239.60000610351562,18.5,393.6000061035156,5.916079783099616,378.7241740369896
b4wvjphf,Grüne,friend3,P1,friend,P,1,1,2.0,2,3,3,3.0,5,2,2,1.0,3,364.5,239.60000610351562,258.5,149.60000610351562,4.242640687119285,139.05394636614957
b4wvjphf,Grüne,friend3,P2,friend,P,1,1,2.0,2,3,5,3.0,5,2,4,1.0,3,364.5,239.60000610351562,80.5,208.60000610351562,5.477225575051661,285.68689154387187
b4wvjphf,Grüne,friend3,P3,friend,P,1,1,2.0,2,1,1,1.0,1,0,0,1.0,1,364.5,239.60000610351562,421.5,205.60000610351562,1.4142135623730951,66.37017402418047
b4wvjphf,Grüne,friend3,P4,friend,P,1,1,2.0,2,3,3,5.0,3,2,2,3.0,1,364.5,239.60000610351562,190.5,310.6000061035156,4.242640687119285,187.92817777012579
b4wvjphf,Grüne,GreenVoter,AfDVoter,voter,voter,1,1,2.0,2,4,5,5.0,3,3,4,3.0,1,349.5,220.60000610351562,18.5,393.6000061035156,5.916079783099616,373.48360071092816
b4wvjphf,Grüne,GreenVoter,P1,voter,P,1,1,2.0,2,3,3,3.0,5,2,2,1.0,3,349.5,220.60000610351562,258.5,149.60000610351562,4.242640687119285,115.42096863222038
b4wvjphf,Grüne,GreenVoter,P2,voter,P,1,1,2.0,2,3,5,3.0,5,2,4,1.0,3,349.5,220.60000610351562,80.5,208.60000610351562,5.477225575051661,269.2675249635574
b4wvjphf,Grüne,GreenVoter,P3,voter,P,1,1,2.0,2,1,1,1.0,1,0,0,1.0,1,349.5,220.60000610351562,421.5,205.60000610351562,1.4142135623730951,73.54590403278758
b4wvjphf,Grüne,GreenVoter,P4,voter,P,1,1,2.0,2,3,3,5.0,3,2,2,3.0,1,349.5,220.60000610351562,190.5,310.6000061035156,4.242640687119285,182.70467974302136
b4wvjphf,Grüne,AfDVoter,P1,voter,P,4,5,5.0,3,3,3,3.0,5,1,2,2.0,2,18.5,393.6000061035156,258.5,149.60000610351562,3.605551275463989,342.25136961011566
b4wvjphf,Grüne,AfDVoter,P2,voter,P,4,5,5.0,3,3,5,3.0,5,1,0,2.0,2,18.5,393.6000061035156,80.5,208.60000610351562,3.0,195.1127878945919
b4wvjphf,Grüne,AfDVoter,P3,voter,P,4,5,5.0,3,1,1,1.0,1,3,4,4.0,2,18.5,393.6000061035156,421.5,205.60000610351562,6.708203932499369,444.694277003876
b4wvjphf,Grüne,AfDVoter,P4,voter,P,4,5,5.0,3,3,3,5.0,3,1,2,0.0,0,18.5,393.6000061035156,190.5,310.6000061035156,2.23606797749979,190.97905644337024
b4wvjphf,Grüne,P1,P2,P,P,3,3,3.0,5,3,5,3.0,5,0,2,0.0,0,258.5,149.60000610351562,80.5,208.60000610351562,2.0,187.52333188166213
b4wvjphf,Grüne,P1,P3,P,P,3,3,3.0,5,1,1,1.0,1,2,2,2.0,4,258.5,149.60000610351562,421.5,205.60000610351562,5.291502622129181,172.35138525698017
b4wvjphf,Grüne,P1,P4,P,P,3,3,3.0,5,3,3,5.0,3,0,0,2.0,2,258.5,149.60000610351562,190.5,310.6000061035156,2.8284271247461903,174.77127910500627
b4wvjphf,Grüne,P2,P3,P,P,3,5,3.0,5,1,1,1.0,1,2,4,2.0,4,80.5,208.60000610351562,421.5,205.60000610351562,6.324555320336759,341.0131962256006
b4wvjphf,Grüne,P2,P4,P,P,3,5,3.0,5,3,3,5.0,3,0,2,2.0,2,80.5,208.60000610351562,190.5,310.6000061035156,3.4641016151377544,150.0133327407934
b4wvjphf,Grüne,P3,P4,P,P,1,1,1.0,1,3,3,5.0,3,2,2,4.0,2,421.5,205.60000610351562,190.5,310.6000061035156,5.291502622129181,253.74396544548603
g2gbaom7,Grüne,self,friend1,self,friend,1,1,2.0,1,2,1,2.0,3,1,0,0.0,2,49.83331298828125,109.80000305175781,231.83331298828125,100.19999694824219,2.23606797749979,182.25301127056184
g2gbaom7,Grüne,self,friend2,self,friend,1,1,2.0,1,3,2,3.0,4,2,1,1.0,3,49.83331298828125,109.80000305175781,326.83331298828125,226.1999969482422,3.872983346207417,300.4629071601045
g2gbaom7,Grüne,self,friend3,self,friend,1,1,2.0,1,1,2,3.0,2,0,1,1.0,1,49.83331298828125,109.80000305175781,132.83331298828125,73.19999694824219,1.7320508075688772,90.71141299074434
g2gbaom7,Grüne,self,GreenVoter,self,voter,1,1,2.0,1,2,1,2.0,2,1,0,0.0,1,49.83331298828125,109.80000305175781,137.83331298828125,146.1999969482422,1.4142135623730951,95.23108502828318
g2gbaom7,Grüne,self,AfDVoter,self,voter,1,1,2.0,1,4,4,4.0,2,3,3,2.0,1,49.83331298828125,109.80000305175781,399.83331298828125,399.83331298828125,4.795831523312719,454.5539801527817
g2gbaom7,Grüne,self,P1,self,P,1,1,2.0,1,3,3,3.0,5,2,2,1.0,4,49.83331298828125,109.80000305175781,421.83331298828125,202.0,5.0,383.2555797861994
g2gbaom7,Grüne,self,P2,self,P,1,1,2.0,1,3,5,3.0,5,2,4,1.0,4,49.83331298828125,109.80000305175781,478.83331298828125,341.6000061035156,6.082762530298219,487.6189510414817
g2gbaom7,Grüne,self,P3,self,P,1,1,2.0,1,1,1,1.0,1,0,0,1.0,0,49.83331298828125,109.80000305175781,6.83331298828125,139.0,1.0,51.97730102436402
g2gbaom7,Grüne,self,P4,self,P,1,1,2.0,1,3,3,5.0,3,2,2,3.0,2,49.83331298828125,109.80000305175781,332.83331298828125,439.1999969482422,4.58257569495584,434.27336549574846
g2gbaom7,Grüne,friend1,friend2,friend,friend,2,1,2.0,3,3,2,3.0,4,1,1,1.0,1,231.83331298828125,100.19999694824219,326.83331298828125,226.1999969482422,2.0,157.8005069700348
g2gbaom7,Grüne,friend1,friend3,friend,friend,2,1,2.0,3,1,2,3.0,2,1,1,1.0,1,231.83331298828125,100.19999694824219,132.83331298828125,73.19999694824219,2.0,102.61578825892242
g2gbaom7,Grüne,friend1,GreenVoter,friend,voter,2,1,2.0,3,2,1,2.0,2,0,0,0.0,1,231.83331298828125,100.19999694824219,137.83331298828125,146.1999969482422,1.0,104.65180361560904
g2gbaom7,Grüne,friend1,AfDVoter,friend,voter,2,1,2.0,3,4,4,4.0,2,2,3,2.0,1,231.83331298828125,100.19999694824219,399.83331298828125,399.83331298828125,4.242640687119285,343.5172835260985
g2gbaom7,Grüne,friend1,P1,friend,P,2,1,2.0,3,3,3,3.0,5,1,2,1.0,2,231.83331298828125,100.19999694824219,421.83331298828125,202.0,3.1622776601683795,215.55333590862818
g2gbaom7,Grüne,friend1,P2,friend,P,2,1,2.0,3,3,5,3.0,5,1,4,1.0,2,231.83331298828125,100.19999694824219,478.83331298828125,341.6000061035156,4.69041575982343,345.3736591290165
g2gbaom7,Grüne,friend1,P3,friend,P,2,1,2.0,3,1,1,1.0,1,1,0,1.0,2,231.83331298828125,100.19999694824219,6.83331298828125,139.0,2.449489742783178,228.3209150227294
g2gbaom7,Grüne,friend1,P4,friend,P,2,1,2.0,3,3,3,5.0,3,1,2,3.0,0,231.83331298828125,100.19999694824219,332.83331298828125,439.1999969482422,3.7416573867739413,353.7258825701054
g2gbaom7,Grüne,friend2,friend3,friend,friend,3,2,3.0,4,1,2,3.0,2,2,0,0.0,2,326.83331298828125,226.1999969482422,132.83331298828125,73.19999694824219,2.8284271247461903,247.07286374670934
g2gbaom7,Grüne,friend2,GreenVoter,friend,voter,3,2,3.0,4,2,1,2.0,2,1,1,1.0,2,326.83331298828125,226.1999969482422,137.83331298828125,146.1999969482422,2.6457513110645907,205.23401277566055
g2gbaom7,Grüne,friend2,AfDVoter,friend,voter,3,2,3.0,4,4,4,4.0,2,1,2,1.0,2,326.83331298828125,226.1999969482422,399.83331298828125,399.83331298828125,3.1622776601683795,188.35479404321006
g2gbaom7,Grüne,friend2,P1,friend,P,3,2,3.0,4,3,3,3.0,5,0,1,0.0,1,326.83331298828125,226.1999969482422,421.83331298828125,202.0,1.4142135623730951,98.03387094415343
g2gbaom7,Grüne,friend2,P2,friend,P,3,2,3.0,4,3,5,3.0,5,0,3,0.0,1,326.83331298828125,226.1999969482422,478.83331298828125,341.6000061035156,3.1622776601683795,190.84329203049603
g2gbaom7,Grüne,friend2,P3,friend,P,3,2,3.0,4,1,1,1.0,1,2,1,2.0,3,326.83331298828125,226.1999969482422,6.83331298828125,139.0,4.242640687119285,331.6682672004867
g2gbaom7,Grüne,friend2,P4,friend,P,3,2,3.0,4,3,3,5.0,3,0,1,2.0,1,326.83331298828125,226.1999969482422,332.83331298828125,439.1999969482422,2.449489742783178,213.08449028495716
g2gbaom7,Grüne,friend3,GreenVoter,friend,voter,1,2,3.0,2,2,1,2.0,2,1,1,1.0,0,132.83331298828125,73.19999694824219,137.83331298828125,146.1999969482422,1.7320508075688772,73.17103251970687
g2gbaom7,Grüne,friend3,AfDVoter,friend,voter,1,2,3.0,2,4,4,4.0,2,3,2,1.0,0,132.83331298828125,73.19999694824219,399.83331298828125,399.83331298828125,3.7416573867739413,421.87477187823407
g2gbaom7,Grüne,friend3,P1,friend,P,1,2,3.0,2,3,3,3.0,5,2,1,0.0,3,132.83331298828125,73.19999694824219,421.83331298828125,202.0,3.7416573867739413,316.40234004528605
g2gbaom7,Grüne,friend3,P2,friend,P,1,2,3.0,2,3,5,3.0,5,2,3,0.0,3,132.83331298828125,73.19999694824219,478.83331298828125,341.6000061035156,4.69041575982343,437.8978932520124
g2gbaom7,Grüne,friend3,P3,friend,P,1,2,3.0,2,1,1,1.0,1,0,1,2.0,1,132.83331298828125,73.19999694824219,6.83331298828125,139.0,2.449489742783178,142.14654551416766
g2gbaom7,Grüne,friend3,P4,friend,P,1,2,3.0,2,3,3,5.0,3,2,1,2.0,1,132.83331298828125,73.19999694824219,332.83331298828125,439.1999969482422,3.1622776601683795,417.08032799450035
g2gbaom7,Grüne,GreenVoter,AfDVoter,voter,voter,2,1,2.0,2,4,4,4.0,2,2,3,2.0,0,137.83331298828125,146.1999969482422,399.83331298828125,399.83331298828125,4.123105625617661,364.65580895615295
g2gbaom7,Grüne,GreenVoter,P1,voter,P,2,1,2.0,2,3,3,3.0,5,1,2,1.0,3,137.83331298828125,146.1999969482422,421.83331298828125,202.0,3.872983346207417,289.42985392073183
g2gbaom7,Grüne,GreenVoter,P2,voter,P,2,1,2.0,2,3,5,3.0,5,1,4,1.0,3,137.83331298828125,146.1999969482422,478.83331298828125,341.6000061035156,5.196152422706632,393.0167471977256
g2gbaom7,Grüne,GreenVoter,P3,voter,P,2,1,2.0,2,1,1,1.0,1,1,0,1.0,1,137.83331298828125,146.1999969482422,6.83331298828125,139.0,1.7320508075688772,131.19771322723082
g2gbaom7,Grüne,GreenVoter,P4,voter,P,2,1,2.0,2,3,3,5.0,3,1,2,3.0,1,137.83331298828125,146.1999969482422,332.83331298828125,439.1999969482422,3.872983346207417,351.9573837838894
g2gbaom7,Grüne,AfDVoter,P1,voter,P,4,4,4.0,2,3,3,3.0,5,1,1,1.0,3,399.83331298828125,399.83331298828125,421.83331298828125,202.0,3.4641016151377544,199.05280638041566
g2gbaom7,Grüne,AfDVoter,P2,voter,P,4,4,4.0,2,3,5,3.0,5,1,1,1.0,3,399.83331298828125,399.83331298828125,478.83331298828125,341.6000061035156,3.4641016151377544,98.14335449094499
g2gbaom7,Grüne,AfDVoter,P3,voter,P,4,4,4.0,2,1,1,1.0,1,3,3,3.0,1,399.83331298828125,399.83331298828125,6.83331298828125,139.0,5.291502622129181,471.68105448962297
g2gbaom7,Grüne,AfDVoter,P4,voter,P,4,4,4.0,2,3,3,5.0,3,1,1,1.0,1,399.83331298828125,399.83331298828125,332.83331298828125,439.1999969482422,2.0,77.70930321398748
g2gbaom7,Grüne,P1,P2,P,P,3,3,3.0,5,3,5,3.0,5,0,2,0.0,0,421.83331298828125,202.0,478.83331298828125,341.6000061035156,2.0,150.7884667476316
g2gbaom7,Grüne,P1,P3,P,P,3,3,3.0,5,1,1,1.0,1,2,2,2.0,4,421.83331298828125,202.0,6.83331298828125,139.0,5.291502622129181,419.754690265636
g2gbaom7,Grüne,P1,P4,P,P,3,3,3.0,5,3,3,5.0,3,0,0,2.0,2,421.83331298828125,202.0,332.83331298828125,439.1999969482422,2.8284271247461903,253.34726868913765
g2gbaom7,Grüne,P2,P3,P,P,3,5,3.0,5,1,1,1.0,1,2,4,2.0,4,478.83331298828125,341.6000061035156,6.83331298828125,139.0,6.324555320336759,513.6445876996511
g2gbaom7,Grüne,P2,P4,P,P,3,5,3.0,5,3,3,5.0,3,0,2,2.0,2,478.83331298828125,341.6000061035156,332.83331298828125,439.1999969482422,3.4641016151377544,175.61821720109424
g2gbaom7,Grüne,P3,P4,P,P,1,1,1.0,1,3,3,5.0,3,2,2,4.0,2,6.83331298828125,139.0,332.83331298828125,439.1999969482422,5.291502622129181,443.16592622597307
wt22ozae,refuse to say,self,friend1,self,friend,1,1,1.0,1,2,2,4.0,5,1,1,3.0,4,55.83331298828125,64.0,108.83331298828125,347.8000030517578,5.196152422706632,288.7064975579485
wt22ozae,refuse to say,self,friend2,self,friend,1,1,1.0,1,4,4,4.0,3,3,3,3.0,2,55.83331298828125,64.0,393.83331298828125,322.8000030517578,5.5677643628300215,425.7011176630734
wt22ozae,refuse to say,self,friend3,self,friend,1,1,1.0,1,4,3,3.0,5,3,2,2.0,4,55.83331298828125,64.0,216.83331298828125,322.8000030517578,5.744562646538029,304.7924565660867
wt22ozae,refuse to say,self,GreenVoter,self,voter,1,1,1.0,1,1,1,2.0,3,0,0,1.0,2,55.83331298828125,64.0,108.83331298828125,151.60000610351562,2.23606797749979,102.38535573672621
