code,id,question,response
2e7dhfif,friend1,perceived_distance,48.60041152089147
2e7dhfif,friend2,perceived_distance,129.71121771072848
2e7dhfif,friend3,perceived_distance,47.80167361086848
2e7dhfif,GreenVoter,perceived_distance,30.083217912982647
2e7dhfif,AfDVoter,perceived_distance,338.18929610500686
2e7dhfif,P1,perceived_distance,153.7172729396407
2e7dhfif,P2,perceived_distance,318.69264189811474
2e7dhfif,P3,perceived_distance,135.51752654177244
2e7dhfif,P4,perceived_distance,196.57314160383152
2e7dhfif,self,manhattan_distance,
2e7dhfif,friend1,manhattan_distance,0.75
2e7dhfif,friend2,manhattan_distance,1.0
2e7dhfif,friend3,manhattan_distance,0.75
2e7dhfif,GreenVoter,manhattan_distance,0.75
2e7dhfif,AfDVoter,manhattan_distance,2.5
2e7dhfif,P1,manhattan_distance,2.25
2e7dhfif,P2,manhattan_distance,2.5
2e7dhfif,P3,manhattan_distance,1.0
2e7dhfif,P4,manhattan_distance,2.25
2e7dhfif,self,euclidean_distance,
2e7dhfif,friend1,euclidean_distance,1.7320508075688772
2e7dhfif,friend2,euclidean_distance,2.8284271247461903
2e7dhfif,friend3,euclidean_distance,1.7320508075688772
2e7dhfif,GreenVoter,euclidean_distance,2.23606797749979
2e7dhfif,AfDVoter,euclidean_distance,5.477225575051661
2e7dhfif,P1,euclidean_distance,5.196152422706632
2e7dhfif,P2,euclidean_distance,5.477225575051661
2e7dhfif,P3,euclidean_distance,2.8284271247461903
2e7dhfif,P4,euclidean_distance,5.196152422706632
dcf9x3eh,self,climate_concern,1
dcf9x3eh,friend1,climate_concern,1
dcf9x3eh,friend2,climate_concern,2
dcf9x3eh,friend3,climate_concern,1
dcf9x3eh,GreenVoter,climate_concern,1
dcf9x3eh,AfDVoter,climate_concern,4
dcf9x3eh,P1,climate_concern,0
dcf9x3eh,P2,climate_concern,0
dcf9x3eh,P3,climate_concern,1
dcf9x3eh,P4,climate_concern,0
dcf9x3eh,self,gay_adoption,1
dcf9x3eh,friend1,gay_adoption,1
dcf9x3eh,friend2,gay_adoption,1
dcf9x3eh,friend3,gay_adoption,1
dcf9x3eh,GreenVoter,gay_adoption,2
dcf9x3eh,AfDVoter,gay_adoption,4
dcf9x3eh,P1,gay_adoption,0
dcf9x3eh,P2,gay_adoption,-1
dcf9x3eh,P3,gay_adoption,1
dcf9x3eh,P4,gay_adoption,0
dcf9x3eh,self,migration_enriches_culture,2
dcf9x3eh,friend1,migration_enriches_culture,1
dcf9x3eh,friend2,migration_enriches_culture,1
dcf9x3eh,friend3,migration_enriches_culture,2
dcf9x3eh,GreenVoter,migration_enriches_culture,2
dcf9x3eh,AfDVoter,migration_enriches_culture,5
dcf9x3eh,P1,migration_enriches_culture,0
dcf9x3eh,P2,migration_enriches_culture,0
dcf9x3eh,P3,migration_enriches_culture,1
dcf9x3eh,P4,migration_enriches_culture,-1
dcf9x3eh,self,govt_reduce_inequ,2
dcf9x3eh,friend1,govt_reduce_inequ,1
dcf9x3eh,friend2,govt_reduce_inequ,2
dcf9x3eh,friend3,govt_reduce_inequ,2
dcf9x3eh,GreenVoter,govt_reduce_inequ,3
dcf9x3eh,AfDVoter,govt_reduce_inequ,4
dcf9x3eh,P1,govt_reduce_inequ,-1
dcf9x3eh,P2,govt_reduce_inequ,-1
dcf9x3eh,P3,govt_reduce_inequ,1
dcf9x3eh,P4,govt_reduce_inequ,0
dcf9x3eh,self,name,dcf9x3eh
dcf9x3eh,friend1,name,Ago
dcf9x3eh,friend2,name,Paul
dcf9x3eh,friend3,name,Marijn
dcf9x3eh,GreenVoter,name,GreenVoter
dcf9x3eh,AfDVoter,name,AfDVoter
dcf9x3eh,P1,name,P1
dcf9x3eh,P2,name,P2
dcf9x3eh,P3,name,P3
dcf9x3eh,P4,name,P4
dcf9x3eh,self,perceived_distance,
dcf9x3eh,friend1,perceived_distance,64.35060217278468
dcf9x3eh,friend2,perceived_distance,60.23421416969519
dcf9x3eh,friend3,perceived_distance,53.862412292877266
dcf9x3eh,GreenVoter,perceived_distance,83.61674773458405
dcf9x3eh,AfDVoter,perceived_distance,486.26013863054175
dcf9x3eh,P1,perceived_distance,395.25911374939
dcf9x3eh,P2,perceived_distance,480.1353632833093
dcf9x3eh,P3,perceived_distance,57.472077247007064
dcf9x3eh,P4,perceived_distance,412.68510998096355
dcf9x3eh,self,manhattan_distance,
dcf9x3eh,friend1,manhattan_distance,0.5
dcf9x3eh,friend2,manhattan_distance,0.5
dcf9x3eh,friend3,manhattan_distance,0.0
dcf9x3eh,GreenVoter,manhattan_distance,0.5
dcf9x3eh,AfDVoter,manhattan_distance,2.75
dcf9x3eh,P1,manhattan_distance,1.75
dcf9x3eh,P2,manhattan_distance,2.0
dcf9x3eh,P3,manhattan_distance,0.5
dcf9x3eh,P4,manhattan_distance,1.75
dcf9x3eh,self,euclidean_distance,
dcf9x3eh,friend1,euclidean_distance,1.4142135623730951
dcf9x3eh,friend2,euclidean_distance,1.4142135623730951
dcf9x3eh,friend3,euclidean_distance,0.0
dcf9x3eh,GreenVoter,euclidean_distance,1.4142135623730951
dcf9x3eh,AfDVoter,euclidean_distance,5.5677643628300215
dcf9x3eh,P1,euclidean_distance,3.872983346207417
dcf9x3eh,P2,euclidean_distance,4.242640687119285
dcf9x3eh,P3,euclidean_distance,1.4142135623730951
dcf9x3eh,P4,euclidean_distance,3.872983346207417
euega2v7,self,climate_concern,2
euega2v7,friend1,climate_concern,2
euega2v7,friend2,climate_concern,2
euega2v7,friend3,climate_concern,1
euega2v7,GreenVoter,climate_concern,1
euega2v7,AfDVoter,climate_concern,4
euega2v7,P1,climate_concern,0
euega2v7,P2,climate_concern,0
euega2v7,P3,climate_concern,1
euega2v7,P4,climate_concern,0
euega2v7,self,gay_adoption,1
euega2v7,friend1,gay_adoption,1
euega2v7,friend2,gay_adoption,2
euega2v7,friend3,gay_adoption,1
euega2v7,GreenVoter,gay_adoption,2
euega2v7,AfDVoter,gay_adoption,5
euega2v7,P1,gay_adoption,0
euega2v7,P2,gay_adoption,-1
euega2v7,P3,gay_adoption,1
euega2v7,P4,gay_adoption,0
euega2v7,self,migration_enriches_culture,2
euega2v7,friend1,migration_enriches_culture,2
euega2v7,friend2,migration_enriches_culture,3
euega2v7,friend3,migration_enriches_culture,2
euega2v7,GreenVoter,migration_enriches_culture,2
euega2v7,AfDVoter,migration_enriches_culture,5
euega2v7,P1,migration_enriches_culture,0
euega2v7,P2,migration_enriches_culture,0
euega2v7,P3,migration_enriches_culture,1
euega2v7,P4,migration_enriches_culture,-1
euega2v7,self,govt_reduce_inequ,2
euega2v7,friend1,govt_reduce_inequ,3
euega2v7,friend2,govt_reduce_inequ,3
euega2v7,friend3,govt_reduce_inequ,2
euega2v7,GreenVoter,govt_reduce_inequ,2
euega2v7,AfDVoter,govt_reduce_inequ,4
euega2v7,P1,govt_reduce_inequ,-1
euega2v7,P2,govt_reduce_inequ,-1
euega2v7,P3,govt_reduce_inequ,1
euega2v7,P4,govt_reduce_inequ,0
euega2v7,self,name,euega2v7
euega2v7,friend1,name,JC
euega2v7,friend2,name,TM
euega2v7,friend3,name,LB
euega2v7,GreenVoter,name,GreenVoter
euega2v7,AfDVoter,name,AfDVoter
euega2v7,P1,name,P1
euega2v7,P2,name,P2
euega2v7,P3,name,P3
euega2v7,P4,name,P4
euega2v7,self,perceived_distance,
euega2v7,friend1,perceived_distance,64.03124237432849
euega2v7,friend2,perceived_distance,114.76933388322858
euega2v7,friend3,perceived_distance,58.66856057549052
euega2v7,GreenVoter,perceived_distance,25.495097567963924
euega2v7,AfDVoter,perceived_distance,357.5150346488942
euega2v7,P1,perceived_distance,246.56439321199645
euega2v7,P2,perceived_distance,335.538373364359
euega2v7,P3,perceived_distance,103.31021246711285
euega2v7,P4,perceived_distance,215.3555200128383
euega2v7,self,manhattan_distance,
euega2v7,friend1,manhattan_distance,0.25
euega2v7,friend2,manhattan_distance,0.75
euega2v7,friend3,manhattan_distance,0.25
euega2v7,GreenVoter,manhattan_distance,0.5
euega2v7,AfDVoter,manhattan_distance,2.75
euega2v7,P1,manhattan_distance,2.0
euega2v7,P2,manhattan_distance,2.25
euega2v7,P3,manhattan_distance,0.75
euega2v7,P4,manhattan_distance,2.0
euega2v7,self,euclidean_distance,
euega2v7,friend1,euclidean_distance,1.0
euega2v7,friend2,euclidean_distance,1.7320508075688772
euega2v7,friend3,euclidean_distance,1.0
euega2v7,GreenVoter,euclidean_distance,1.4142135623730951
euega2v7,AfDVoter,euclidean_distance,5.744562646538029
euega2v7,P1,euclidean_distance,4.242640687119285
euega2v7,P2,euclidean_distance,4.58257569495584
euega2v7,P3,euclidean_distance,1.7320508075688772
euega2v7,P4,euclidean_distance,4.242640687119285
